timestamp,callsign,aircraft_code,airline_name,airline_code,airline_icao,altitude_ft,speed_knots,origin_icao,origin_name,origin_country,destination_icao,destination_name,destination_country,route_description
2025-04-09T04:30:34.123752,THA900,A359,Thai Airways,TG,THA,40000,930,VTBS,Bangkok Suvarnabhumi Airport,Thailand,LTFM,Istanbul Airport,Turkey,VTBS (Bangkok Suvarnabhumi Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:34.123752,BAW32,A35K,British Airways,BA,BAW,40000,422,VHHH,Hong Kong International Airport,Hong Kong,EGLL,London Heathrow Airport,United Kingdom,VHHH (Hong Kong International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:34.123752,QTR37U,B789,Qatar Airways,QR,QTR,36000,427,OTHH,Doha Hamad International Airport,Qatar,EIDW,Dublin Airport,Ireland,OTHH (Doha Hamad International Airport) → EIDW (Dublin Airport)
2025-04-09T04:30:34.123752,SWR177,B77W,Swiss,LX,SWR,34000,414,WSSS,Singapore Changi Airport,Singapore,LSZH,Zurich Airport,Switzerland,WSSS (Singapore Changi Airport) → LSZH (Zurich Airport)
2025-04-09T04:30:34.123752,CPA251,B77W,Cathay Pacific,CX,CPA,34000,412,VHHH,Hong Kong International Airport,Hong Kong,EGLL,London Heathrow Airport,United Kingdom,VHHH (Hong Kong International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:34.123752,LOT126,B38M,LOT,LO,LOT,40000,394,OERK,Riyadh King Khalid International Airport,Saudi Arabia,EPWA,Warsaw Chopin Airport,Poland,OERK (Riyadh King Khalid International Airport) → EPWA (Warsaw Chopin Airport)
2025-04-09T04:30:34.123752,SWR139,B77W,Swiss,LX,SWR,32000,424,VHHH,Hong Kong International Airport,Hong Kong,LSZH,Zurich Airport,Switzerland,VHHH (Hong Kong International Airport) → LSZH (Zurich Airport)
2025-04-09T04:30:34.123752,HVN19,A359,Vietnam Airlines,VN,HVN,40000,424,VVNB,Hanoi Noi Bai International Airport,Vietnam,LFPG,Paris Charles de Gaulle Airport,France,VVNB (Hanoi Noi Bai International Airport) → LFPG (Paris Charles de Gaulle Airport)
2025-04-09T04:30:34.123752,CPA254,B77W,Cathay Pacific,CX,CPA,33000,522,EGLL,London Heathrow Airport,United Kingdom,VHHH,Hong Kong International Airport,Hong Kong,EGLL (London Heathrow Airport) → VHHH (Hong Kong International Airport)
2025-04-09T04:30:34.123752,THY27,B77W,Turkish Airlines,TK,THY,34000,400,ZSPD,Shanghai Pudong International Airport,China,LTFM,Istanbul Airport,Turkey,ZSPD (Shanghai Pudong International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:34.123752,ITY857,A21N,ITA Airways,AZ,ITY,33975,489,OMDB,Dubai International Airport,United Arab Emirates,LIRF,Rome Leonardo da Vinci Fiumicino Airport,Italy,OMDB (Dubai International Airport) → LIRF (Rome Leonardo da Vinci Fiumicino Airport)
2025-04-09T04:30:34.123752,THY87,B77W,Turkish Airlines,TK,THY,36000,402,RJBB,Osaka Kansai International Airport,Japan,LTFM,Istanbul Airport,Turkey,RJBB (Osaka Kansai International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:34.123752,SIA378,A359,Singapore Airlines,SQ,SIA,40000,435,WSSS,Singapore Changi Airport,Singapore,LIMC,Milan Malpensa Airport,Italy,WSSS (Singapore Changi Airport) → LIMC (Milan Malpensa Airport)
2025-04-09T04:30:34.123752,THY73,B77W,Turkish Airlines,TK,THY,34000,398,ZGGG,Guangzhou Baiyun International Airport,China,LTFM,Istanbul Airport,Turkey,ZGGG (Guangzhou Baiyun International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:34.123752,THY5NP,B738,Turkish Airlines,TK,THY,34000,362,LTFO,Rize Artvin Airport,Turkey,LTFM,Istanbul Airport,Turkey,LTFO (Rize Artvin Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:34.123752,BAW126,B772,British Airways,BA,BAW,38000,418,OTHH,Doha Hamad International Airport,Qatar,EGLL,London Heathrow Airport,United Kingdom,OTHH (Doha Hamad International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:52.013750,KLM888,B789,KLM,KL,KLM,38000,458,VHHH,Hong Kong International Airport,Hong Kong,EHAM,Amsterdam Schiphol Airport,Netherlands,VHHH (Hong Kong International Airport) → EHAM (Amsterdam Schiphol Airport)
2025-04-09T04:30:52.013750,THY1AQ,A321,Turkish Airlines,TK,THY,24650,414,OIIE,Tehran Imam Khomeini International Airport,Iran,LTFM,Istanbul Airport,Turkey,OIIE (Tehran Imam Khomeini International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,THY5UJ,B38M,Turkish Airlines,TK,THY,21600,364,LTAC,Ankara Esenboga International Airport,Turkey,LTFM,Istanbul Airport,Turkey,LTAC (Ankara Esenboga International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,THY6TM,A21N,Turkish Airlines,TK,THY,28450,381,ORBI,Baghdad International Airport,Iraq,LTFM,Istanbul Airport,Turkey,ORBI (Baghdad International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,THY25,B77W,Turkish Airlines,TK,THY,32750,413,RCTP,Taipei Taoyuan International Airport,Taiwan,LTFM,Istanbul Airport,Turkey,RCTP (Taipei Taoyuan International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,THY69,A333,Turkish Airlines,TK,THY,34200,429,VTBS,Bangkok Suvarnabhumi Airport,Thailand,LTFM,Istanbul Airport,Turkey,VTBS (Bangkok Suvarnabhumi Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,SXS5E,B738,SunExpress,XQ,SXS,38000,408,LTCG,Trabzon Airport,Turkey,EDDL,Dusseldorf International Airport,Germany,LTCG (Trabzon Airport) → EDDL (Dusseldorf International Airport)
2025-04-09T04:30:52.013750,THY323,A21N,Turkish Airlines,TK,THY,32725,392,UTAA,Ashgabat International Airport,Turkmenistan,LTFM,Istanbul Airport,Turkey,UTAA (Ashgabat International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,THY199,B77W,Turkish Airlines,TK,THY,36000,422,RJTT,Tokyo Haneda International Airport,Japan,LTFM,Istanbul Airport,Turkey,RJTT (Tokyo Haneda International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,THY165,A359,Turkish Airlines,TK,THY,38000,446,VVNB,Hanoi Noi Bai International Airport,Vietnam,LTFM,Istanbul Airport,Turkey,VVNB (Hanoi Noi Bai International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,THY067,A359,Turkish Airlines,TK,THY,40000,448,WADD,Denpasar Ngurah Rai International Airport,Indonesia,LTFM,Istanbul Airport,Turkey,WADD (Denpasar Ngurah Rai International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,SXS9R,B738,SunExpress,XQ,SXS,38000,424,LTDB,Mersin Cukurova International Airport,Turkey,EDDL,Dusseldorf International Airport,Germany,LTDB (Mersin Cukurova International Airport) → EDDL (Dusseldorf International Airport)
2025-04-09T04:30:52.013750,KLM810,B789,KLM,KL,KLM,39975,455,WMKK,Kuala Lumpur International Airport,Malaysia,EHAM,Amsterdam Schiphol Airport,Netherlands,WMKK (Kuala Lumpur International Airport) → EHAM (Amsterdam Schiphol Airport)
2025-04-09T04:30:52.013750,THY8BV,B39M,Turkish Airlines,TK,THY,30000,388,LTFH,Samsun Carsamba Airport,Turkey,LTFM,Istanbul Airport,Turkey,LTFH (Samsun Carsamba Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,FDB6PS,B38M,flydubai,FZ,FDB,39000,484,LBSF,Sofia Airport,Bulgaria,OMDB,Dubai International Airport,United Arab Emirates,LBSF (Sofia Airport) → OMDB (Dubai International Airport)
2025-04-09T04:30:52.013750,THY347,A21N,Turkish Airlines,TK,THY,34025,406,UCFM,Bishkek Manas International Airport,Kyrgyzstan,LTFM,Istanbul Airport,Turkey,UCFM (Bishkek Manas International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,SWR243,B77W,Swiss,LX,SWR,36000,442,OMDB,Dubai International Airport,United Arab Emirates,LSZH,Zurich Airport,Switzerland,OMDB (Dubai International Airport) → LSZH (Zurich Airport)
2025-04-09T04:30:52.013750,BAW2230,B772,British Airways,BA,BAW,36000,432,VTBS,Bangkok Suvarnabhumi Airport,Thailand,EGKK,London Gatwick Airport,United Kingdom,VTBS (Bangkok Suvarnabhumi Airport) → EGKK (London Gatwick Airport)
2025-04-09T04:30:52.013750,ETD945,B77L,Etihad Airways,EY,ETD,32000,453,OMAA,Abu Dhabi Zayed International Airport,United Arab Emirates,EDDF,Frankfurt Airport,Germany,OMAA (Abu Dhabi Zayed International Airport) → EDDF (Frankfurt Airport)
2025-04-09T04:30:52.013750,SIA322,A388,Singapore Airlines,SQ,SIA,40000,452,WSSS,Singapore Changi Airport,Singapore,EGLL,London Heathrow Airport,United Kingdom,WSSS (Singapore Changi Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:52.013750,BAW106,B772,British Airways,BA,BAW,38000,444,OMDB,Dubai International Airport,United Arab Emirates,EGLL,London Heathrow Airport,United Kingdom,OMDB (Dubai International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:52.013750,SWR155,A343,Swiss,LX,SWR,36000,430,VABB,Mumbai Chhatrapati Shivaji International Airport,India,LSZH,Zurich Airport,Switzerland,VABB (Mumbai Chhatrapati Shivaji International Airport) → LSZH (Zurich Airport)
2025-04-09T04:30:52.013750,HVN37,B789,Vietnam Airlines,VN,HVN,38000,448,VVNB,Hanoi Noi Bai International Airport,Vietnam,EDDF,Frankfurt Airport,Germany,VVNB (Hanoi Noi Bai International Airport) → EDDF (Frankfurt Airport)
2025-04-09T04:30:52.013750,TKJ186,B38M,AJet,VF,TKJ,38000,382,OIIE,Tehran Imam Khomeini International Airport,Iran,LTFJ,Istanbul Sabiha Gokcen International Airport,Turkey,OIIE (Tehran Imam Khomeini International Airport) → LTFJ (Istanbul Sabiha Gokcen International Airport)
2025-04-09T04:30:52.013750,THY89,B77W,Turkish Airlines,TK,THY,36000,390,ZBAA,Beijing Capital International Airport,China,LTFM,Istanbul Airport,Turkey,ZBAA (Beijing Capital International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,CLX7092,B744,Cargolux,CV,CLX,40000,442,OBBI,Bahrain International Airport,Bahrain,ELLX,Luxembourg Findel Airport,Luxembourg,OBBI (Bahrain International Airport) → ELLX (Luxembourg Findel Airport)
2025-04-09T04:30:52.013750,THY71,B77W,Turkish Airlines,TK,THY,34000,404,VHHH,Hong Kong International Airport,Hong Kong,LTFM,Istanbul Airport,Turkey,VHHH (Hong Kong International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,SWR147,A333,Swiss,LX,SWR,38000,398,VIDP,Delhi Indira Gandhi International Airport,India,LSZH,Zurich Airport,Switzerland,VIDP (Delhi Indira Gandhi International Airport) → LSZH (Zurich Airport)
2025-04-09T04:30:52.013750,EWG9V,A20N,Eurowings,EW,EWG,37975,384,OMDW,Dubai World Central International Airport,United Arab Emirates,EDDS,Stuttgart Airport,Germany,OMDW (Dubai World Central International Airport) → EDDS (Stuttgart Airport)
2025-04-09T04:30:52.013750,THY55,B789,Turkish Airlines,TK,THY,37975,422,WSSS,Singapore Changi Airport,Singapore,LTFM,Istanbul Airport,Turkey,WSSS (Singapore Changi Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,MAS2,A359,Malaysia Airlines,MH,MAS,40000,427,WMKK,Kuala Lumpur International Airport,Malaysia,EGLL,London Heathrow Airport,United Kingdom,WMKK (Kuala Lumpur International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:52.013750,QTR54K,A359,Qatar Airways,QR,QTR,40000,426,OTHH,Doha Hamad International Airport,Qatar,EGPH,Edinburgh Airport,United Kingdom,OTHH (Doha Hamad International Airport) → EGPH (Edinburgh Airport)
2025-04-09T04:30:52.013750,THY85,B77W,Turkish Airlines,TK,THY,36000,404,RPLL,Manila Ninoy Aquino International Airport,Philippines,LTFM,Istanbul Airport,Turkey,RPLL (Manila Ninoy Aquino International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,DLH769,A359,Lufthansa,LH,DLH,40000,520,WSSS,Singapore Changi Airport,Singapore,EDDM,Munich Airport,Germany,WSSS (Singapore Changi Airport) → EDDM (Munich Airport)
2025-04-09T04:30:52.013750,LOT4MG,B738,LOT,LO,LOT,38000,380,UGTB,Tbilisi International Airport,Georgia,EPWA,Warsaw Chopin Airport,Poland,UGTB (Tbilisi International Airport) → EPWA (Warsaw Chopin Airport)
2025-04-09T04:30:52.013750,MAS22,A359,Malaysia Airlines,MH,MAS,40000,424,WMKK,Kuala Lumpur International Airport,Malaysia,LFPG,Paris Charles de Gaulle Airport,France,WMKK (Kuala Lumpur International Airport) → LFPG (Paris Charles de Gaulle Airport)
2025-04-09T04:30:52.013750,AUA26,B772,Austrian Airlines,OS,AUA,38000,438,VTBS,Bangkok Suvarnabhumi Airport,Thailand,LOWW,Vienna International Airport,Austria,VTBS (Bangkok Suvarnabhumi Airport) → LOWW (Vienna International Airport)
2025-04-09T04:30:52.013750,AUA872,A320,Austrian Airlines,OS,AUA,36000,384,OIIE,Tehran Imam Khomeini International Airport,Iran,LOWW,Vienna International Airport,Austria,OIIE (Tehran Imam Khomeini International Airport) → LOWW (Vienna International Airport)
2025-04-09T04:30:52.013750,DLH781,B744,Lufthansa,LH,DLH,38000,397,WSSS,Singapore Changi Airport,Singapore,EDDF,Frankfurt Airport,Germany,WSSS (Singapore Changi Airport) → EDDF (Frankfurt Airport)
2025-04-09T04:30:52.013750,QTR88L,B789,Qatar Airways,QR,QTR,37975,425,OTHH,Doha Hamad International Airport,Qatar,EGCC,Manchester Airport,United Kingdom,OTHH (Doha Hamad International Airport) → EGCC (Manchester Airport)
2025-04-09T04:30:52.013750,THA900,A359,Thai Airways,TG,THA,40000,930,VTBS,Bangkok Suvarnabhumi Airport,Thailand,LTFM,Istanbul Airport,Turkey,VTBS (Bangkok Suvarnabhumi Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,BAW32,A35K,British Airways,BA,BAW,40000,422,VHHH,Hong Kong International Airport,Hong Kong,EGLL,London Heathrow Airport,United Kingdom,VHHH (Hong Kong International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:52.013750,QTR37U,B789,Qatar Airways,QR,QTR,36000,426,OTHH,Doha Hamad International Airport,Qatar,EIDW,Dublin Airport,Ireland,OTHH (Doha Hamad International Airport) → EIDW (Dublin Airport)
2025-04-09T04:30:52.013750,SWR177,B77W,Swiss,LX,SWR,34000,414,WSSS,Singapore Changi Airport,Singapore,LSZH,Zurich Airport,Switzerland,WSSS (Singapore Changi Airport) → LSZH (Zurich Airport)
2025-04-09T04:30:52.013750,CPA251,B77W,Cathay Pacific,CX,CPA,34000,412,VHHH,Hong Kong International Airport,Hong Kong,EGLL,London Heathrow Airport,United Kingdom,VHHH (Hong Kong International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:52.013750,SWR139,B77W,Swiss,LX,SWR,32000,424,VHHH,Hong Kong International Airport,Hong Kong,LSZH,Zurich Airport,Switzerland,VHHH (Hong Kong International Airport) → LSZH (Zurich Airport)
2025-04-09T04:30:52.013750,LOT126,B38M,LOT,LO,LOT,40000,394,OERK,Riyadh King Khalid International Airport,Saudi Arabia,EPWA,Warsaw Chopin Airport,Poland,OERK (Riyadh King Khalid International Airport) → EPWA (Warsaw Chopin Airport)
2025-04-09T04:30:52.013750,HVN19,A359,Vietnam Airlines,VN,HVN,40000,424,VVNB,Hanoi Noi Bai International Airport,Vietnam,LFPG,Paris Charles de Gaulle Airport,France,VVNB (Hanoi Noi Bai International Airport) → LFPG (Paris Charles de Gaulle Airport)
2025-04-09T04:30:52.013750,THY27,B77W,Turkish Airlines,TK,THY,34000,400,ZSPD,Shanghai Pudong International Airport,China,LTFM,Istanbul Airport,Turkey,ZSPD (Shanghai Pudong International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,ITY857,A21N,ITA Airways,AZ,ITY,33975,489,OMDB,Dubai International Airport,United Arab Emirates,LIRF,Rome Leonardo da Vinci Fiumicino Airport,Italy,OMDB (Dubai International Airport) → LIRF (Rome Leonardo da Vinci Fiumicino Airport)
2025-04-09T04:30:52.013750,CPA254,B77W,Cathay Pacific,CX,CPA,33000,522,EGLL,London Heathrow Airport,United Kingdom,VHHH,Hong Kong International Airport,Hong Kong,EGLL (London Heathrow Airport) → VHHH (Hong Kong International Airport)
2025-04-09T04:30:52.013750,THY87,B77W,Turkish Airlines,TK,THY,36000,402,RJBB,Osaka Kansai International Airport,Japan,LTFM,Istanbul Airport,Turkey,RJBB (Osaka Kansai International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,SIA378,A359,Singapore Airlines,SQ,SIA,40000,435,WSSS,Singapore Changi Airport,Singapore,LIMC,Milan Malpensa Airport,Italy,WSSS (Singapore Changi Airport) → LIMC (Milan Malpensa Airport)
2025-04-09T04:30:52.013750,THY73,B77W,Turkish Airlines,TK,THY,34000,398,ZGGG,Guangzhou Baiyun International Airport,China,LTFM,Istanbul Airport,Turkey,ZGGG (Guangzhou Baiyun International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,THY5NP,B738,Turkish Airlines,TK,THY,34000,362,LTFO,Rize Artvin Airport,Turkey,LTFM,Istanbul Airport,Turkey,LTFO (Rize Artvin Airport) → LTFM (Istanbul Airport)
2025-04-09T04:30:52.013750,BAW126,B772,British Airways,BA,BAW,38000,418,OTHH,Doha Hamad International Airport,Qatar,EGLL,London Heathrow Airport,United Kingdom,OTHH (Doha Hamad International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:30:52.013750,LOT80,B789,LOT,LO,LOT,39975,422,RJAA,Tokyo Narita International Airport,Japan,EPWA,Warsaw Chopin Airport,Poland,RJAA (Tokyo Narita International Airport) → EPWA (Warsaw Chopin Airport)
2025-04-09T04:34:05.964168,THY5UJ,B38M,Turkish Airlines,TK,THY,19050,326,LTAC,Ankara Esenboga International Airport,Turkey,LTFM,Istanbul Airport,Turkey,LTAC (Ankara Esenboga International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,THY25,B77W,Turkish Airlines,TK,THY,29700,382,RCTP,Taipei Taoyuan International Airport,Taiwan,LTFM,Istanbul Airport,Turkey,RCTP (Taipei Taoyuan International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,THY69,A333,Turkish Airlines,TK,THY,29000,378,VTBS,Bangkok Suvarnabhumi Airport,Thailand,LTFM,Istanbul Airport,Turkey,VTBS (Bangkok Suvarnabhumi Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,SXS5E,B738,SunExpress,XQ,SXS,38000,414,LTCG,Trabzon Airport,Turkey,EDDL,Dusseldorf International Airport,Germany,LTCG (Trabzon Airport) → EDDL (Dusseldorf International Airport)
2025-04-09T04:34:05.964168,THY323,A21N,Turkish Airlines,TK,THY,30075,364,UTAA,Ashgabat International Airport,Turkmenistan,LTFM,Istanbul Airport,Turkey,UTAA (Ashgabat International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,THY199,B77W,Turkish Airlines,TK,THY,33625,409,RJTT,Tokyo Haneda International Airport,Japan,LTFM,Istanbul Airport,Turkey,RJTT (Tokyo Haneda International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,THY165,A359,Turkish Airlines,TK,THY,36000,439,VVNB,Hanoi Noi Bai International Airport,Vietnam,LTFM,Istanbul Airport,Turkey,VVNB (Hanoi Noi Bai International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,THY067,A359,Turkish Airlines,TK,THY,40000,423,WADD,Denpasar Ngurah Rai International Airport,Indonesia,LTFM,Istanbul Airport,Turkey,WADD (Denpasar Ngurah Rai International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,KLM810,B789,KLM,KL,KLM,40000,458,WMKK,Kuala Lumpur International Airport,Malaysia,EHAM,Amsterdam Schiphol Airport,Netherlands,WMKK (Kuala Lumpur International Airport) → EHAM (Amsterdam Schiphol Airport)
2025-04-09T04:34:05.964168,SXS9R,B738,SunExpress,XQ,SXS,38000,429,LTDB,Mersin Cukurova International Airport,Turkey,EDDL,Dusseldorf International Airport,Germany,LTDB (Mersin Cukurova International Airport) → EDDL (Dusseldorf International Airport)
2025-04-09T04:34:05.964168,THY8BV,B39M,Turkish Airlines,TK,THY,30000,388,LTFH,Samsun Carsamba Airport,Turkey,LTFM,Istanbul Airport,Turkey,LTFH (Samsun Carsamba Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,THY347,A21N,Turkish Airlines,TK,THY,34000,400,UCFM,Bishkek Manas International Airport,Kyrgyzstan,LTFM,Istanbul Airport,Turkey,UCFM (Bishkek Manas International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,SWR243,B77W,Swiss,LX,SWR,36000,440,OMDB,Dubai International Airport,United Arab Emirates,LSZH,Zurich Airport,Switzerland,OMDB (Dubai International Airport) → LSZH (Zurich Airport)
2025-04-09T04:34:05.964168,BAW2230,B772,British Airways,BA,BAW,36000,436,VTBS,Bangkok Suvarnabhumi Airport,Thailand,EGKK,London Gatwick Airport,United Kingdom,VTBS (Bangkok Suvarnabhumi Airport) → EGKK (London Gatwick Airport)
2025-04-09T04:34:05.964168,SIA322,A388,Singapore Airlines,SQ,SIA,40000,457,WSSS,Singapore Changi Airport,Singapore,EGLL,London Heathrow Airport,United Kingdom,WSSS (Singapore Changi Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:34:05.964168,ETD945,B77L,Etihad Airways,EY,ETD,32000,451,OMAA,Abu Dhabi Zayed International Airport,United Arab Emirates,EDDF,Frankfurt Airport,Germany,OMAA (Abu Dhabi Zayed International Airport) → EDDF (Frankfurt Airport)
2025-04-09T04:34:05.964168,BAW106,B772,British Airways,BA,BAW,38000,446,OMDB,Dubai International Airport,United Arab Emirates,EGLL,London Heathrow Airport,United Kingdom,OMDB (Dubai International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:34:05.964168,SWR155,A343,Swiss,LX,SWR,36000,434,VABB,Mumbai Chhatrapati Shivaji International Airport,India,LSZH,Zurich Airport,Switzerland,VABB (Mumbai Chhatrapati Shivaji International Airport) → LSZH (Zurich Airport)
2025-04-09T04:34:05.964168,FDB6PS,B38M,flydubai,FZ,FDB,39000,490,LBSF,Sofia Airport,Bulgaria,OMDB,Dubai International Airport,United Arab Emirates,LBSF (Sofia Airport) → OMDB (Dubai International Airport)
2025-04-09T04:34:05.964168,THY89,B77W,Turkish Airlines,TK,THY,35000,436,ZBAA,Beijing Capital International Airport,China,LTFM,Istanbul Airport,Turkey,ZBAA (Beijing Capital International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,HVN37,B789,Vietnam Airlines,VN,HVN,37975,452,VVNB,Hanoi Noi Bai International Airport,Vietnam,EDDF,Frankfurt Airport,Germany,VVNB (Hanoi Noi Bai International Airport) → EDDF (Frankfurt Airport)
2025-04-09T04:34:05.964168,EWG9V,A20N,Eurowings,EW,EWG,37975,408,OMDW,Dubai World Central International Airport,United Arab Emirates,EDDS,Stuttgart Airport,Germany,OMDW (Dubai World Central International Airport) → EDDS (Stuttgart Airport)
2025-04-09T04:34:05.964168,TKJ186,B38M,AJet,VF,TKJ,36000,382,OIIE,Tehran Imam Khomeini International Airport,Iran,LTFJ,Istanbul Sabiha Gokcen International Airport,Turkey,OIIE (Tehran Imam Khomeini International Airport) → LTFJ (Istanbul Sabiha Gokcen International Airport)
2025-04-09T04:34:05.964168,THY151,A21N,Turkish Airlines,TK,THY,34000,398,OEDF,Dammam King Fahd International Airport,Saudi Arabia,LTFM,Istanbul Airport,Turkey,OEDF (Dammam King Fahd International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,CLX7092,B744,Cargolux,CV,CLX,40000,442,OBBI,Bahrain International Airport,Bahrain,ELLX,Luxembourg Findel Airport,Luxembourg,OBBI (Bahrain International Airport) → ELLX (Luxembourg Findel Airport)
2025-04-09T04:34:05.964168,THY71,B77W,Turkish Airlines,TK,THY,34000,404,VHHH,Hong Kong International Airport,Hong Kong,LTFM,Istanbul Airport,Turkey,VHHH (Hong Kong International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,SWR147,A333,Swiss,LX,SWR,38000,398,VIDP,Delhi Indira Gandhi International Airport,India,LSZH,Zurich Airport,Switzerland,VIDP (Delhi Indira Gandhi International Airport) → LSZH (Zurich Airport)
2025-04-09T04:34:05.964168,THY55,B789,Turkish Airlines,TK,THY,37975,426,WSSS,Singapore Changi Airport,Singapore,LTFM,Istanbul Airport,Turkey,WSSS (Singapore Changi Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,MAS2,A359,Malaysia Airlines,MH,MAS,40000,427,WMKK,Kuala Lumpur International Airport,Malaysia,EGLL,London Heathrow Airport,United Kingdom,WMKK (Kuala Lumpur International Airport) → EGLL (London Heathrow Airport)
2025-04-09T04:34:05.964168,DLH769,A359,Lufthansa,LH,DLH,40000,520,WSSS,Singapore Changi Airport,Singapore,EDDM,Munich Airport,Germany,WSSS (Singapore Changi Airport) → EDDM (Munich Airport)
2025-04-09T04:34:05.964168,QTR54K,A359,Qatar Airways,QR,QTR,40000,426,OTHH,Doha Hamad International Airport,Qatar,EGPH,Edinburgh Airport,United Kingdom,OTHH (Doha Hamad International Airport) → EGPH (Edinburgh Airport)
2025-04-09T04:34:05.964168,THY85,B77W,Turkish Airlines,TK,THY,36000,404,RPLL,Manila Ninoy Aquino International Airport,Philippines,LTFM,Istanbul Airport,Turkey,RPLL (Manila Ninoy Aquino International Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,LOT4MG,B738,LOT,LO,LOT,38000,380,UGTB,Tbilisi International Airport,Georgia,EPWA,Warsaw Chopin Airport,Poland,UGTB (Tbilisi International Airport) → EPWA (Warsaw Chopin Airport)
2025-04-09T04:34:05.964168,MAS22,A359,Malaysia Airlines,MH,MAS,40000,424,WMKK,Kuala Lumpur International Airport,Malaysia,LFPG,Paris Charles de Gaulle Airport,France,WMKK (Kuala Lumpur International Airport) → LFPG (Paris Charles de Gaulle Airport)
2025-04-09T04:34:05.964168,AUA26,B772,Austrian Airlines,OS,AUA,38000,438,VTBS,Bangkok Suvarnabhumi Airport,Thailand,LOWW,Vienna International Airport,Austria,VTBS (Bangkok Suvarnabhumi Airport) → LOWW (Vienna International Airport)
2025-04-09T04:34:05.964168,AUA872,A320,Austrian Airlines,OS,AUA,36000,384,OIIE,Tehran Imam Khomeini International Airport,Iran,LOWW,Vienna International Airport,Austria,OIIE (Tehran Imam Khomeini International Airport) → LOWW (Vienna International Airport)
2025-04-09T04:34:05.964168,THA900,A359,Thai Airways,TG,THA,40000,930,VTBS,Bangkok Suvarnabhumi Airport,Thailand,LTFM,Istanbul Airport,Turkey,VTBS (Bangkok Suvarnabhumi Airport) → LTFM (Istanbul Airport)
2025-04-09T04:34:05.964168,DLH781,B744,Lufthansa,LH,DLH,38000,397,WSSS,Singapore Changi Airport,Singapore,EDDF,Frankfurt Airport,Germany,WSSS (Singapore Changi Airport) → EDDF (Frankfurt Airport)
2025-04-09T04:34:05.964168,QTR88L,B789,Qatar Airways,QR,QTR,37975,425,OTHH,Doha Hamad International Airport,Qatar,EGCC,Manchester Airport,United Kingdom,OTHH (Doha Hamad International Airport) → EGCC (Manchester Airport)
